text,labels
'245 273 [SEP] [MASK]','273'
'245 280 [SEP] [MASK]','280'
'245 252 [SEP] [MASK]','252'
'245 127 [SEP] [MASK]','245'
'245 113 [SEP] [MASK]','245'
'245 100 [SEP] [MASK]','245'
'245 258 [SEP] [MASK]','258'
'245 156 [SEP] [MASK]','245'
'245 163 [SEP] [MASK]','245'
'245 180 [SEP] [MASK]','245'
'245 326 [SEP] [MASK]','326'
'245 239 [SEP] [MASK]','245'
'245 135 [SEP] [MASK]','245'
'245 325 [SEP] [MASK]','325'
'245 193 [SEP] [MASK]','245'
'245 157 [SEP] [MASK]','245'
'245 178 [SEP] [MASK]','245'
'245 222 [SEP] [MASK]','245'
'245 136 [SEP] [MASK]','245'
'245 34 [SEP] [MASK]','245'
'245 268 [SEP] [MASK]','268'
'245 33 [SEP] [MASK]','245'
'245 146 [SEP] [MASK]','245'
'245 340 [SEP] [MASK]','340'
'245 225 [SEP] [MASK]','245'
'245 261 [SEP] [MASK]','261'
'245 262 [SEP] [MASK]','262'
'245 96 [SEP] [MASK]','245'
'245 49 [SEP] [MASK]','245'
'245 0 [SEP] [MASK]','245'
'245 306 [SEP] [MASK]','306'
'245 143 [SEP] [MASK]','245'
'245 22 [SEP] [MASK]','245'
'245 68 [SEP] [MASK]','245'
'245 198 [SEP] [MASK]','245'
'245 328 [SEP] [MASK]','328'
'245 91 [SEP] [MASK]','245'
'245 221 [SEP] [MASK]','245'
'245 37 [SEP] [MASK]','245'
'245 48 [SEP] [MASK]','245'
'245 185 [SEP] [MASK]','245'
'245 17 [SEP] [MASK]','245'
'245 44 [SEP] [MASK]','245'
'245 217 [SEP] [MASK]','245'
'245 26 [SEP] [MASK]','245'
'245 128 [SEP] [MASK]','245'
'245 125 [SEP] [MASK]','245'
'245 36 [SEP] [MASK]','245'
'245 204 [SEP] [MASK]','245'
'245 215 [SEP] [MASK]','245'
'245 31 [SEP] [MASK]','245'
'245 2 [SEP] [MASK]','245'
'245 330 [SEP] [MASK]','330'
'245 320 [SEP] [MASK]','320'
'245 21 [SEP] [MASK]','245'
'245 126 [SEP] [MASK]','245'
'245 287 [SEP] [MASK]','287'
'245 76 [SEP] [MASK]','245'
'245 176 [SEP] [MASK]','245'
'245 166 [SEP] [MASK]','245'
'245 249 [SEP] [MASK]','249'
'245 83 [SEP] [MASK]','245'
'245 187 [SEP] [MASK]','245'
'245 188 [SEP] [MASK]','245'
'245 229 [SEP] [MASK]','245'
'245 115 [SEP] [MASK]','245'
'245 117 [SEP] [MASK]','245'
'245 290 [SEP] [MASK]','290'
'245 167 [SEP] [MASK]','245'
'245 318 [SEP] [MASK]','318'
'245 316 [SEP] [MASK]','316'
'245 165 [SEP] [MASK]','245'
'245 147 [SEP] [MASK]','245'
'245 231 [SEP] [MASK]','245'
'245 263 [SEP] [MASK]','263'
'245 151 [SEP] [MASK]','245'
'245 278 [SEP] [MASK]','278'
'245 205 [SEP] [MASK]','245'
'245 304 [SEP] [MASK]','304'
'245 64 [SEP] [MASK]','245'
'245 67 [SEP] [MASK]','245'
'245 212 [SEP] [MASK]','245'
'245 241 [SEP] [MASK]','245'
'245 291 [SEP] [MASK]','291'
'245 153 [SEP] [MASK]','245'
'245 161 [SEP] [MASK]','245'
'245 257 [SEP] [MASK]','257'
'245 12 [SEP] [MASK]','245'
'245 338 [SEP] [MASK]','338'
'245 99 [SEP] [MASK]','245'
'245 246 [SEP] [MASK]','246'
'245 242 [SEP] [MASK]','245'
'245 309 [SEP] [MASK]','309'
'245 118 [SEP] [MASK]','245'
'245 169 [SEP] [MASK]','245'
'245 95 [SEP] [MASK]','245'
'245 137 [SEP] [MASK]','245'
'245 170 [SEP] [MASK]','245'
'245 61 [SEP] [MASK]','245'
'245 4 [SEP] [MASK]','245'
'245 184 [SEP] [MASK]','245'
'245 275 [SEP] [MASK]','275'
'245 6 [SEP] [MASK]','245'
'245 3 [SEP] [MASK]','245'
'245 108 [SEP] [MASK]','245'
'245 121 [SEP] [MASK]','245'
'245 149 [SEP] [MASK]','245'
'245 160 [SEP] [MASK]','245'
'245 202 [SEP] [MASK]','245'
'245 220 [SEP] [MASK]','245'
'245 173 [SEP] [MASK]','245'
'245 319 [SEP] [MASK]','319'
'245 158 [SEP] [MASK]','245'
'245 196 [SEP] [MASK]','245'
'245 335 [SEP] [MASK]','335'
'245 266 [SEP] [MASK]','266'
'245 107 [SEP] [MASK]','245'
'245 89 [SEP] [MASK]','245'
'245 133 [SEP] [MASK]','245'
'245 213 [SEP] [MASK]','245'
'82 329 [SEP] [MASK]','329'
'82 245 [SEP] [MASK]','245'
'82 134 [SEP] [MASK]','134'
'82 50 [SEP] [MASK]','82'
'82 123 [SEP] [MASK]','123'
'82 88 [SEP] [MASK]','88'
'82 293 [SEP] [MASK]','293'
'82 210 [SEP] [MASK]','210'
'82 46 [SEP] [MASK]','82'
'82 305 [SEP] [MASK]','305'
'82 334 [SEP] [MASK]','334'
'82 321 [SEP] [MASK]','321'
'82 311 [SEP] [MASK]','311'
'82 55 [SEP] [MASK]','82'
'82 20 [SEP] [MASK]','82'
'82 279 [SEP] [MASK]','279'
'82 253 [SEP] [MASK]','253'
'82 206 [SEP] [MASK]','206'
'82 214 [SEP] [MASK]','214'
'82 43 [SEP] [MASK]','82'
'82 42 [SEP] [MASK]','82'
'82 39 [SEP] [MASK]','82'
'82 103 [SEP] [MASK]','103'
'82 264 [SEP] [MASK]','264'
'82 116 [SEP] [MASK]','116'
'82 303 [SEP] [MASK]','303'
'82 7 [SEP] [MASK]','82'
'82 192 [SEP] [MASK]','192'
'82 332 [SEP] [MASK]','332'
'82 199 [SEP] [MASK]','199'
'82 312 [SEP] [MASK]','312'
'82 186 [SEP] [MASK]','186'
'82 333 [SEP] [MASK]','333'
'82 27 [SEP] [MASK]','82'
'82 124 [SEP] [MASK]','124'
'82 52 [SEP] [MASK]','82'
'82 336 [SEP] [MASK]','336'
'82 313 [SEP] [MASK]','313'
'82 72 [SEP] [MASK]','82'
'82 148 [SEP] [MASK]','148'
'82 79 [SEP] [MASK]','82'
'82 277 [SEP] [MASK]','277'
'82 182 [SEP] [MASK]','182'
'82 102 [SEP] [MASK]','102'
'82 66 [SEP] [MASK]','82'
'82 315 [SEP] [MASK]','315'
'82 235 [SEP] [MASK]','235'
'82 327 [SEP] [MASK]','327'
'82 28 [SEP] [MASK]','82'
'82 13 [SEP] [MASK]','82'
'82 216 [SEP] [MASK]','216'
'82 223 [SEP] [MASK]','223'
'82 63 [SEP] [MASK]','82'
'82 45 [SEP] [MASK]','82'
'82 152 [SEP] [MASK]','152'
'82 272 [SEP] [MASK]','272'
'82 69 [SEP] [MASK]','82'
'82 53 [SEP] [MASK]','82'
'82 265 [SEP] [MASK]','265'
'82 30 [SEP] [MASK]','82'
'82 5 [SEP] [MASK]','82'
'82 109 [SEP] [MASK]','109'
'82 179 [SEP] [MASK]','179'
'82 60 [SEP] [MASK]','82'
'82 9 [SEP] [MASK]','82'
'82 94 [SEP] [MASK]','94'
'82 90 [SEP] [MASK]','90'
'82 145 [SEP] [MASK]','145'
'82 18 [SEP] [MASK]','82'
'82 201 [SEP] [MASK]','201'
'82 324 [SEP] [MASK]','324'
'82 200 [SEP] [MASK]','200'
'82 75 [SEP] [MASK]','82'
'82 189 [SEP] [MASK]','189'
'82 208 [SEP] [MASK]','208'
'82 267 [SEP] [MASK]','267'
'82 29 [SEP] [MASK]','82'
'82 211 [SEP] [MASK]','211'
'82 298 [SEP] [MASK]','298'
'82 281 [SEP] [MASK]','281'
'82 56 [SEP] [MASK]','82'
'82 194 [SEP] [MASK]','194'
'82 175 [SEP] [MASK]','175'
'82 301 [SEP] [MASK]','301'
'82 144 [SEP] [MASK]','144'
'82 232 [SEP] [MASK]','232'
'82 236 [SEP] [MASK]','236'
'82 155 [SEP] [MASK]','155'
'82 93 [SEP] [MASK]','93'
'82 191 [SEP] [MASK]','191'
'82 140 [SEP] [MASK]','140'
'82 65 [SEP] [MASK]','82'
'82 35 [SEP] [MASK]','82'
'82 337 [SEP] [MASK]','337'
'82 78 [SEP] [MASK]','82'
'82 150 [SEP] [MASK]','150'
'82 154 [SEP] [MASK]','154'
'82 119 [SEP] [MASK]','119'
'82 139 [SEP] [MASK]','139'
'82 81 [SEP] [MASK]','82'
'82 73 [SEP] [MASK]','82'
'82 142 [SEP] [MASK]','142'
'82 8 [SEP] [MASK]','82'
'82 87 [SEP] [MASK]','87'
'82 51 [SEP] [MASK]','82'
'82 233 [SEP] [MASK]','233'
'82 317 [SEP] [MASK]','317'
'82 331 [SEP] [MASK]','331'
'82 300 [SEP] [MASK]','300'
'82 339 [SEP] [MASK]','339'
'82 243 [SEP] [MASK]','243'
'82 106 [SEP] [MASK]','106'
'82 86 [SEP] [MASK]','86'
'82 323 [SEP] [MASK]','323'
'82 111 [SEP] [MASK]','111'
'82 314 [SEP] [MASK]','314'
'82 302 [SEP] [MASK]','302'
'82 104 [SEP] [MASK]','104'
'82 273 [SEP] [MASK]','273'
'82 280 [SEP] [MASK]','280'
'82 252 [SEP] [MASK]','252'
'82 127 [SEP] [MASK]','127'
'82 113 [SEP] [MASK]','113'
'82 100 [SEP] [MASK]','100'
'82 258 [SEP] [MASK]','258'
'82 156 [SEP] [MASK]','156'
'82 163 [SEP] [MASK]','163'
'82 180 [SEP] [MASK]','180'
'82 326 [SEP] [MASK]','326'
'82 239 [SEP] [MASK]','239'
'82 135 [SEP] [MASK]','135'
'82 325 [SEP] [MASK]','325'
'82 193 [SEP] [MASK]','193'
'82 157 [SEP] [MASK]','157'
'82 178 [SEP] [MASK]','178'
'82 222 [SEP] [MASK]','222'
'82 136 [SEP] [MASK]','136'
'82 34 [SEP] [MASK]','82'
'82 268 [SEP] [MASK]','268'
'82 33 [SEP] [MASK]','82'
'82 146 [SEP] [MASK]','146'
'82 340 [SEP] [MASK]','340'
'82 225 [SEP] [MASK]','225'
'82 261 [SEP] [MASK]','261'
'82 262 [SEP] [MASK]','262'
'82 96 [SEP] [MASK]','96'
'82 49 [SEP] [MASK]','82'
'82 0 [SEP] [MASK]','82'
'82 306 [SEP] [MASK]','306'
'82 143 [SEP] [MASK]','143'
'82 22 [SEP] [MASK]','82'
'82 68 [SEP] [MASK]','82'
'82 198 [SEP] [MASK]','198'
'82 328 [SEP] [MASK]','328'
'82 91 [SEP] [MASK]','91'
'82 221 [SEP] [MASK]','221'
'82 37 [SEP] [MASK]','82'
'82 48 [SEP] [MASK]','82'
'82 185 [SEP] [MASK]','185'
'82 17 [SEP] [MASK]','82'
'82 44 [SEP] [MASK]','82'
'82 217 [SEP] [MASK]','217'
'82 26 [SEP] [MASK]','82'
'82 128 [SEP] [MASK]','128'
'82 125 [SEP] [MASK]','125'
'82 36 [SEP] [MASK]','82'
'82 204 [SEP] [MASK]','204'
'82 215 [SEP] [MASK]','215'
'82 31 [SEP] [MASK]','82'
'82 2 [SEP] [MASK]','82'
'82 330 [SEP] [MASK]','330'
'82 320 [SEP] [MASK]','320'
'82 21 [SEP] [MASK]','82'
'82 126 [SEP] [MASK]','126'
'82 287 [SEP] [MASK]','287'
'82 76 [SEP] [MASK]','82'
'82 176 [SEP] [MASK]','176'
'82 166 [SEP] [MASK]','166'
'82 249 [SEP] [MASK]','249'
'82 83 [SEP] [MASK]','83'
'82 187 [SEP] [MASK]','187'
'82 188 [SEP] [MASK]','188'
'82 229 [SEP] [MASK]','229'
'82 115 [SEP] [MASK]','115'
'82 117 [SEP] [MASK]','117'
'82 290 [SEP] [MASK]','290'
'82 167 [SEP] [MASK]','167'
'82 318 [SEP] [MASK]','318'
'82 316 [SEP] [MASK]','316'
'82 165 [SEP] [MASK]','165'
'82 147 [SEP] [MASK]','147'
'82 231 [SEP] [MASK]','231'
'82 263 [SEP] [MASK]','263'
'82 151 [SEP] [MASK]','151'
'82 278 [SEP] [MASK]','278'
'82 205 [SEP] [MASK]','205'
'82 304 [SEP] [MASK]','304'
'82 64 [SEP] [MASK]','82'
'82 67 [SEP] [MASK]','82'
'82 212 [SEP] [MASK]','212'
'82 241 [SEP] [MASK]','241'
'82 291 [SEP] [MASK]','291'
'82 153 [SEP] [MASK]','153'
'82 161 [SEP] [MASK]','161'
'82 257 [SEP] [MASK]','257'
'82 12 [SEP] [MASK]','82'
'82 338 [SEP] [MASK]','338'
'82 99 [SEP] [MASK]','99'
'82 246 [SEP] [MASK]','246'
'82 242 [SEP] [MASK]','242'
'82 309 [SEP] [MASK]','309'
'82 118 [SEP] [MASK]','118'
'82 169 [SEP] [MASK]','169'
'82 95 [SEP] [MASK]','95'
'82 137 [SEP] [MASK]','137'
'82 170 [SEP] [MASK]','170'
'82 61 [SEP] [MASK]','82'
'82 4 [SEP] [MASK]','82'
'82 184 [SEP] [MASK]','184'
'82 275 [SEP] [MASK]','275'
'82 6 [SEP] [MASK]','82'
'82 3 [SEP] [MASK]','82'
'82 108 [SEP] [MASK]','108'
'82 121 [SEP] [MASK]','121'
'82 149 [SEP] [MASK]','149'
'82 160 [SEP] [MASK]','160'
'82 202 [SEP] [MASK]','202'
'82 220 [SEP] [MASK]','220'
'82 173 [SEP] [MASK]','173'
'82 319 [SEP] [MASK]','319'
'82 158 [SEP] [MASK]','158'
'82 196 [SEP] [MASK]','196'
'82 335 [SEP] [MASK]','335'
'82 266 [SEP] [MASK]','266'
'82 107 [SEP] [MASK]','107'
'82 89 [SEP] [MASK]','89'
'82 133 [SEP] [MASK]','133'
'82 213 [SEP] [MASK]','213'
'134 329 [SEP] [MASK]','329'
'134 245 [SEP] [MASK]','245'
'134 82 [SEP] [MASK]','134'
'134 50 [SEP] [MASK]','134'
'134 123 [SEP] [MASK]','134'
'134 88 [SEP] [MASK]','134'
'134 293 [SEP] [MASK]','293'
'134 210 [SEP] [MASK]','210'
'134 46 [SEP] [MASK]','134'
'134 305 [SEP] [MASK]','305'
'134 334 [SEP] [MASK]','334'
'134 321 [SEP] [MASK]','321'
'134 311 [SEP] [MASK]','311'
'134 55 [SEP] [MASK]','134'
'134 20 [SEP] [MASK]','134'
'134 279 [SEP] [MASK]','279'
'134 253 [SEP] [MASK]','253'
'134 206 [SEP] [MASK]','206'
'134 214 [SEP] [MASK]','214'
'134 43 [SEP] [MASK]','134'
'134 42 [SEP] [MASK]','134'
'134 39 [SEP] [MASK]','134'
