text,labels
105 60 [SEP] [MASK],105
120 20 [SEP] [MASK],120
215 73 [SEP] [MASK],215
212 284 [SEP] [MASK],284
114 166 [SEP] [MASK],166
57 42 [SEP] [MASK],57
66 229 [SEP] [MASK],229
329 100 [SEP] [MASK],329
284 163 [SEP] [MASK],284
307 253 [SEP] [MASK],307
201 237 [SEP] [MASK],237
56 305 [SEP] [MASK],305
319 195 [SEP] [MASK],319
81 95 [SEP] [MASK],95
234 247 [SEP] [MASK],247
159 191 [SEP] [MASK],191
7 28 [SEP] [MASK],28
254 14 [SEP] [MASK],254
34 107 [SEP] [MASK],107
273 325 [SEP] [MASK],325
298 234 [SEP] [MASK],298
163 255 [SEP] [MASK],255
109 127 [SEP] [MASK],127
28 121 [SEP] [MASK],121
243 336 [SEP] [MASK],336
218 92 [SEP] [MASK],218
26 51 [SEP] [MASK],51
227 164 [SEP] [MASK],227
97 220 [SEP] [MASK],220
323 200 [SEP] [MASK],323
312 14 [SEP] [MASK],312
50 330 [SEP] [MASK],330
171 277 [SEP] [MASK],277
133 62 [SEP] [MASK],133
333 158 [SEP] [MASK],333
217 74 [SEP] [MASK],217
10 78 [SEP] [MASK],78
181 14 [SEP] [MASK],181
128 238 [SEP] [MASK],238
27 25 [SEP] [MASK],27
194 309 [SEP] [MASK],309
91 22 [SEP] [MASK],91
297 97 [SEP] [MASK],297
62 61 [SEP] [MASK],62
179 19 [SEP] [MASK],179
122 8 [SEP] [MASK],122
71 337 [SEP] [MASK],337
292 229 [SEP] [MASK],292
193 145 [SEP] [MASK],193
16 155 [SEP] [MASK],155
52 222 [SEP] [MASK],222
271 238 [SEP] [MASK],271
207 59 [SEP] [MASK],207
110 248 [SEP] [MASK],248
125 245 [SEP] [MASK],245
97 107 [SEP] [MASK],107
106 212 [SEP] [MASK],212
107 56 [SEP] [MASK],107
170 92 [SEP] [MASK],170
250 156 [SEP] [MASK],250
288 234 [SEP] [MASK],288
34 272 [SEP] [MASK],272
65 9 [SEP] [MASK],65
262 337 [SEP] [MASK],337
225 120 [SEP] [MASK],225
141 313 [SEP] [MASK],313
322 113 [SEP] [MASK],322
59 117 [SEP] [MASK],117
37 194 [SEP] [MASK],194
139 271 [SEP] [MASK],271
81 36 [SEP] [MASK],81
114 59 [SEP] [MASK],114
33 147 [SEP] [MASK],147
332 30 [SEP] [MASK],332
302 262 [SEP] [MASK],302
331 310 [SEP] [MASK],331
269 309 [SEP] [MASK],309
43 144 [SEP] [MASK],144
301 266 [SEP] [MASK],301
127 333 [SEP] [MASK],333
311 310 [SEP] [MASK],311
211 231 [SEP] [MASK],231
339 132 [SEP] [MASK],339
133 94 [SEP] [MASK],133
10 337 [SEP] [MASK],337
124 234 [SEP] [MASK],234
241 171 [SEP] [MASK],241
152 185 [SEP] [MASK],185
134 322 [SEP] [MASK],322
229 131 [SEP] [MASK],229
269 200 [SEP] [MASK],269
340 164 [SEP] [MASK],340
158 192 [SEP] [MASK],192
118 159 [SEP] [MASK],159
183 197 [SEP] [MASK],197
54 96 [SEP] [MASK],96
159 242 [SEP] [MASK],242
214 302 [SEP] [MASK],302
54 236 [SEP] [MASK],236
172 210 [SEP] [MASK],210
306 256 [SEP] [MASK],306
133 191 [SEP] [MASK],191
303 137 [SEP] [MASK],303
176 114 [SEP] [MASK],176
238 314 [SEP] [MASK],314
222 36 [SEP] [MASK],222
236 201 [SEP] [MASK],236
164 240 [SEP] [MASK],240
293 73 [SEP] [MASK],293
35 95 [SEP] [MASK],95
44 295 [SEP] [MASK],295
115 147 [SEP] [MASK],147
112 34 [SEP] [MASK],112
71 48 [SEP] [MASK],71
248 107 [SEP] [MASK],248
118 202 [SEP] [MASK],202
124 309 [SEP] [MASK],309
299 176 [SEP] [MASK],299
135 46 [SEP] [MASK],135
24 197 [SEP] [MASK],197
102 10 [SEP] [MASK],102
291 195 [SEP] [MASK],291
13 69 [SEP] [MASK],69
41 139 [SEP] [MASK],139
107 155 [SEP] [MASK],155
90 139 [SEP] [MASK],139
166 154 [SEP] [MASK],166
243 199 [SEP] [MASK],243
117 251 [SEP] [MASK],251
165 65 [SEP] [MASK],165
286 258 [SEP] [MASK],286
111 37 [SEP] [MASK],111
72 17 [SEP] [MASK],72
40 254 [SEP] [MASK],254
145 301 [SEP] [MASK],301
203 99 [SEP] [MASK],203
231 320 [SEP] [MASK],320
324 164 [SEP] [MASK],324
38 92 [SEP] [MASK],92
151 311 [SEP] [MASK],311
157 317 [SEP] [MASK],317
149 18 [SEP] [MASK],149
20 286 [SEP] [MASK],286
89 11 [SEP] [MASK],89
91 265 [SEP] [MASK],265
289 28 [SEP] [MASK],289
239 299 [SEP] [MASK],299
105 192 [SEP] [MASK],192
281 309 [SEP] [MASK],309
73 261 [SEP] [MASK],261
94 65 [SEP] [MASK],94
211 123 [SEP] [MASK],211
334 209 [SEP] [MASK],334
257 215 [SEP] [MASK],257
266 326 [SEP] [MASK],326
108 275 [SEP] [MASK],275
104 223 [SEP] [MASK],223
132 243 [SEP] [MASK],243
321 153 [SEP] [MASK],321
30 216 [SEP] [MASK],216
277 225 [SEP] [MASK],277
195 202 [SEP] [MASK],202
105 206 [SEP] [MASK],206
324 318 [SEP] [MASK],324
235 14 [SEP] [MASK],235
112 335 [SEP] [MASK],335
327 26 [SEP] [MASK],327
176 7 [SEP] [MASK],176
302 328 [SEP] [MASK],328
239 53 [SEP] [MASK],239
138 131 [SEP] [MASK],138
174 284 [SEP] [MASK],284
127 284 [SEP] [MASK],284
309 300 [SEP] [MASK],309
199 267 [SEP] [MASK],267
108 96 [SEP] [MASK],108
147 324 [SEP] [MASK],324
15 298 [SEP] [MASK],298
90 54 [SEP] [MASK],90
68 29 [SEP] [MASK],68
74 324 [SEP] [MASK],324
266 306 [SEP] [MASK],306
272 9 [SEP] [MASK],272
27 63 [SEP] [MASK],63
216 93 [SEP] [MASK],216
210 75 [SEP] [MASK],210
46 141 [SEP] [MASK],141
135 193 [SEP] [MASK],193
69 314 [SEP] [MASK],314
122 13 [SEP] [MASK],122
180 340 [SEP] [MASK],340
42 332 [SEP] [MASK],332
159 309 [SEP] [MASK],309
51 196 [SEP] [MASK],196
246 53 [SEP] [MASK],246
229 151 [SEP] [MASK],229
3 314 [SEP] [MASK],314
315 201 [SEP] [MASK],315
129 98 [SEP] [MASK],129
297 108 [SEP] [MASK],297
274 270 [SEP] [MASK],274
337 101 [SEP] [MASK],337
103 339 [SEP] [MASK],339
316 328 [SEP] [MASK],328
93 307 [SEP] [MASK],307
285 146 [SEP] [MASK],285
177 325 [SEP] [MASK],325
179 29 [SEP] [MASK],179
144 135 [SEP] [MASK],144
112 281 [SEP] [MASK],281
296 75 [SEP] [MASK],296
130 210 [SEP] [MASK],210
2 164 [SEP] [MASK],164
46 37 [SEP] [MASK],46
62 265 [SEP] [MASK],265
129 96 [SEP] [MASK],129
276 39 [SEP] [MASK],276
167 71 [SEP] [MASK],167
51 5 [SEP] [MASK],51
195 76 [SEP] [MASK],195
119 213 [SEP] [MASK],213
63 308 [SEP] [MASK],308
315 113 [SEP] [MASK],315
131 211 [SEP] [MASK],211
37 258 [SEP] [MASK],258
153 146 [SEP] [MASK],153
175 23 [SEP] [MASK],175
223 66 [SEP] [MASK],223
57 248 [SEP] [MASK],248
240 134 [SEP] [MASK],240
94 156 [SEP] [MASK],156
62 250 [SEP] [MASK],250
131 197 [SEP] [MASK],197
149 222 [SEP] [MASK],222
24 38 [SEP] [MASK],38
221 314 [SEP] [MASK],314
306 108 [SEP] [MASK],306
306 167 [SEP] [MASK],306
237 274 [SEP] [MASK],274
26 323 [SEP] [MASK],323
284 288 [SEP] [MASK],288
70 156 [SEP] [MASK],156
20 317 [SEP] [MASK],317
251 70 [SEP] [MASK],251
51 284 [SEP] [MASK],284
166 110 [SEP] [MASK],166
21 138 [SEP] [MASK],138
313 89 [SEP] [MASK],313
80 99 [SEP] [MASK],99
299 186 [SEP] [MASK],299
241 38 [SEP] [MASK],241
288 175 [SEP] [MASK],288
120 251 [SEP] [MASK],251
156 72 [SEP] [MASK],156
15 99 [SEP] [MASK],99
267 223 [SEP] [MASK],267
72 319 [SEP] [MASK],319
171 249 [SEP] [MASK],249
100 62 [SEP] [MASK],100
151 157 [SEP] [MASK],157
293 137 [SEP] [MASK],293
46 283 [SEP] [MASK],283
183 219 [SEP] [MASK],219
71 189 [SEP] [MASK],189
213 27 [SEP] [MASK],213
37 296 [SEP] [MASK],296
278 268 [SEP] [MASK],278
307 129 [SEP] [MASK],307
191 142 [SEP] [MASK],191
294 204 [SEP] [MASK],294
148 74 [SEP] [MASK],148
271 307 [SEP] [MASK],307
88 292 [SEP] [MASK],292
80 36 [SEP] [MASK],80
245 309 [SEP] [MASK],309
89 13 [SEP] [MASK],89
127 175 [SEP] [MASK],175
57 285 [SEP] [MASK],285
213 336 [SEP] [MASK],336
160 153 [SEP] [MASK],160
193 257 [SEP] [MASK],257
196 205 [SEP] [MASK],205
73 97 [SEP] [MASK],97
228 44 [SEP] [MASK],228
1 340 [SEP] [MASK],340
143 93 [SEP] [MASK],143
253 325 [SEP] [MASK],325
51 209 [SEP] [MASK],209
84 277 [SEP] [MASK],277
302 215 [SEP] [MASK],302
334 207 [SEP] [MASK],334
66 118 [SEP] [MASK],118
256 177 [SEP] [MASK],256
107 254 [SEP] [MASK],254
292 116 [SEP] [MASK],292
54 76 [SEP] [MASK],76
135 338 [SEP] [MASK],338
317 229 [SEP] [MASK],317
159 312 [SEP] [MASK],312
246 80 [SEP] [MASK],246
170 273 [SEP] [MASK],273
51 241 [SEP] [MASK],241
71 245 [SEP] [MASK],245
306 190 [SEP] [MASK],306
17 258 [SEP] [MASK],258
242 49 [SEP] [MASK],242
94 29 [SEP] [MASK],94
291 333 [SEP] [MASK],333
116 222 [SEP] [MASK],222
264 212 [SEP] [MASK],264
270 314 [SEP] [MASK],314
93 223 [SEP] [MASK],223
10 185 [SEP] [MASK],185
327 270 [SEP] [MASK],327
49 269 [SEP] [MASK],269
1 293 [SEP] [MASK],293
218 183 [SEP] [MASK],218
228 42 [SEP] [MASK],228
175 268 [SEP] [MASK],268
69 274 [SEP] [MASK],274
166 238 [SEP] [MASK],238
61 158 [SEP] [MASK],158
25 300 [SEP] [MASK],300
316 200 [SEP] [MASK],316
73 243 [SEP] [MASK],243
238 26 [SEP] [MASK],238
196 54 [SEP] [MASK],196
208 219 [SEP] [MASK],219
65 165 [SEP] [MASK],165
112 236 [SEP] [MASK],236
242 228 [SEP] [MASK],242
324 241 [SEP] [MASK],324
31 133 [SEP] [MASK],133
216 61 [SEP] [MASK],216
333 82 [SEP] [MASK],333
220 250 [SEP] [MASK],250
271 222 [SEP] [MASK],271
172 174 [SEP] [MASK],174
41 44 [SEP] [MASK],44
230 298 [SEP] [MASK],298
125 171 [SEP] [MASK],171
187 323 [SEP] [MASK],323
164 222 [SEP] [MASK],222
12 33 [SEP] [MASK],33
166 200 [SEP] [MASK],200
167 153 [SEP] [MASK],167
246 223 [SEP] [MASK],246
276 119 [SEP] [MASK],276
50 26 [SEP] [MASK],50
268 83 [SEP] [MASK],268
222 106 [SEP] [MASK],222
114 265 [SEP] [MASK],265
270 33 [SEP] [MASK],270
339 337 [SEP] [MASK],339
217 35 [SEP] [MASK],217
248 60 [SEP] [MASK],248
62 101 [SEP] [MASK],101
305 314 [SEP] [MASK],314
40 2 [SEP] [MASK],40
299 41 [SEP] [MASK],299
127 286 [SEP] [MASK],286
243 260 [SEP] [MASK],260
96 160 [SEP] [MASK],160
176 321 [SEP] [MASK],321
305 180 [SEP] [MASK],305
86 235 [SEP] [MASK],235
124 239 [SEP] [MASK],239
311 15 [SEP] [MASK],311
289 86 [SEP] [MASK],289
276 34 [SEP] [MASK],276
220 8 [SEP] [MASK],220
15 134 [SEP] [MASK],134
119 329 [SEP] [MASK],329
285 16 [SEP] [MASK],285
295 141 [SEP] [MASK],295
117 53 [SEP] [MASK],117
266 50 [SEP] [MASK],266
334 330 [SEP] [MASK],334
194 130 [SEP] [MASK],194
274 68 [SEP] [MASK],274
287 82 [SEP] [MASK],287
72 280 [SEP] [MASK],280
139 17 [SEP] [MASK],139
183 251 [SEP] [MASK],251
294 61 [SEP] [MASK],294
240 156 [SEP] [MASK],240
57 223 [SEP] [MASK],223
279 37 [SEP] [MASK],279
190 202 [SEP] [MASK],202
295 116 [SEP] [MASK],295
302 280 [SEP] [MASK],302
20 6 [SEP] [MASK],20
117 323 [SEP] [MASK],323
112 252 [SEP] [MASK],252
206 1 [SEP] [MASK],206
112 278 [SEP] [MASK],278
172 190 [SEP] [MASK],190
42 51 [SEP] [MASK],51
151 20 [SEP] [MASK],151
251 20 [SEP] [MASK],251
205 205 [SEP] [MASK],205
97 113 [SEP] [MASK],113
197 254 [SEP] [MASK],254
137 295 [SEP] [MASK],295
237 62 [SEP] [MASK],237
147 246 [SEP] [MASK],246
183 317 [SEP] [MASK],317
228 145 [SEP] [MASK],228
190 228 [SEP] [MASK],228
74 56 [SEP] [MASK],74
32 194 [SEP] [MASK],194
60 238 [SEP] [MASK],238
31 312 [SEP] [MASK],312
72 28 [SEP] [MASK],72
304 12 [SEP] [MASK],304
60 43 [SEP] [MASK],60
308 55 [SEP] [MASK],308
198 7 [SEP] [MASK],198
18 193 [SEP] [MASK],193
251 164 [SEP] [MASK],251
187 26 [SEP] [MASK],187
300 64 [SEP] [MASK],300
261 285 [SEP] [MASK],285
45 43 [SEP] [MASK],45
148 283 [SEP] [MASK],283
68 219 [SEP] [MASK],219
57 294 [SEP] [MASK],294
217 243 [SEP] [MASK],243
30 68 [SEP] [MASK],68
118 315 [SEP] [MASK],315
70 240 [SEP] [MASK],240
4 83 [SEP] [MASK],83
92 1 [SEP] [MASK],92
51 166 [SEP] [MASK],166
124 189 [SEP] [MASK],189
237 144 [SEP] [MASK],237
225 20 [SEP] [MASK],225
303 285 [SEP] [MASK],303
90 339 [SEP] [MASK],339
34 143 [SEP] [MASK],143
318 326 [SEP] [MASK],326
332 117 [SEP] [MASK],332
143 267 [SEP] [MASK],267
142 18 [SEP] [MASK],142
284 7 [SEP] [MASK],284
203 157 [SEP] [MASK],203
82 233 [SEP] [MASK],233
191 85 [SEP] [MASK],191
223 203 [SEP] [MASK],223
284 277 [SEP] [MASK],284
81 109 [SEP] [MASK],109
339 41 [SEP] [MASK],339
184 275 [SEP] [MASK],275
249 92 [SEP] [MASK],249
254 239 [SEP] [MASK],254
53 56 [SEP] [MASK],56
130 118 [SEP] [MASK],130
241 127 [SEP] [MASK],241
104 245 [SEP] [MASK],245
214 338 [SEP] [MASK],338
173 276 [SEP] [MASK],276
205 331 [SEP] [MASK],331
78 117 [SEP] [MASK],117
92 200 [SEP] [MASK],200
72 149 [SEP] [MASK],149
33 248 [SEP] [MASK],248
281 169 [SEP] [MASK],281
221 288 [SEP] [MASK],288
292 39 [SEP] [MASK],292
131 8 [SEP] [MASK],131
2 226 [SEP] [MASK],226
94 165 [SEP] [MASK],165
172 253 [SEP] [MASK],253
310 278 [SEP] [MASK],310
298 98 [SEP] [MASK],298
21 257 [SEP] [MASK],257
267 246 [SEP] [MASK],267
152 188 [SEP] [MASK],188
324 57 [SEP] [MASK],324
38 201 [SEP] [MASK],201
207 189 [SEP] [MASK],207
110 309 [SEP] [MASK],309
323 181 [SEP] [MASK],323
210 173 [SEP] [MASK],210
59 14 [SEP] [MASK],59
224 217 [SEP] [MASK],224
248 176 [SEP] [MASK],248
9 106 [SEP] [MASK],106
86 192 [SEP] [MASK],192
130 306 [SEP] [MASK],306
9 259 [SEP] [MASK],259
260 97 [SEP] [MASK],260
200 88 [SEP] [MASK],200
40 323 [SEP] [MASK],323
277 280 [SEP] [MASK],280
140 203 [SEP] [MASK],203
27 229 [SEP] [MASK],229
24 246 [SEP] [MASK],246
160 256 [SEP] [MASK],256
19 253 [SEP] [MASK],253
78 10 [SEP] [MASK],78
216 106 [SEP] [MASK],216
201 44 [SEP] [MASK],201
213 302 [SEP] [MASK],302
333 111 [SEP] [MASK],333
166 229 [SEP] [MASK],229
12 267 [SEP] [MASK],267
83 126 [SEP] [MASK],126
338 35 [SEP] [MASK],338
5 139 [SEP] [MASK],139
292 27 [SEP] [MASK],292
272 66 [SEP] [MASK],272
167 5 [SEP] [MASK],167
139 251 [SEP] [MASK],251
95 318 [SEP] [MASK],318
140 328 [SEP] [MASK],328
246 118 [SEP] [MASK],246
215 287 [SEP] [MASK],287
1 13 [SEP] [MASK],13
258 264 [SEP] [MASK],264
193 209 [SEP] [MASK],209
281 139 [SEP] [MASK],281
332 69 [SEP] [MASK],332
92 213 [SEP] [MASK],213
274 244 [SEP] [MASK],274
36 152 [SEP] [MASK],152
324 150 [SEP] [MASK],324
314 41 [SEP] [MASK],314
262 56 [SEP] [MASK],262
115 26 [SEP] [MASK],115
289 221 [SEP] [MASK],289
66 80 [SEP] [MASK],80
27 251 [SEP] [MASK],251
262 296 [SEP] [MASK],296
157 163 [SEP] [MASK],163
319 285 [SEP] [MASK],319
252 196 [SEP] [MASK],252
163 255 [SEP] [MASK],255
277 204 [SEP] [MASK],277
277 128 [SEP] [MASK],277
263 293 [SEP] [MASK],293
50 70 [SEP] [MASK],70
80 221 [SEP] [MASK],221
323 305 [SEP] [MASK],323
73 72 [SEP] [MASK],73
249 331 [SEP] [MASK],331
119 135 [SEP] [MASK],135
16 203 [SEP] [MASK],203
11 74 [SEP] [MASK],74
272 299 [SEP] [MASK],299
304 220 [SEP] [MASK],304
19 319 [SEP] [MASK],319
327 249 [SEP] [MASK],327
32 239 [SEP] [MASK],239
205 213 [SEP] [MASK],213
17 60 [SEP] [MASK],60
91 290 [SEP] [MASK],290
45 198 [SEP] [MASK],198
119 312 [SEP] [MASK],312
291 178 [SEP] [MASK],291
203 35 [SEP] [MASK],203
186 267 [SEP] [MASK],267
283 57 [SEP] [MASK],283
57 71 [SEP] [MASK],71
315 130 [SEP] [MASK],315
103 197 [SEP] [MASK],197
26 186 [SEP] [MASK],186
23 108 [SEP] [MASK],108
270 135 [SEP] [MASK],270
157 316 [SEP] [MASK],316
272 116 [SEP] [MASK],272
9 81 [SEP] [MASK],81
113 197 [SEP] [MASK],197
88 69 [SEP] [MASK],88
114 268 [SEP] [MASK],268
253 293 [SEP] [MASK],293
315 248 [SEP] [MASK],315
234 3 [SEP] [MASK],234
44 156 [SEP] [MASK],156
79 292 [SEP] [MASK],292
33 170 [SEP] [MASK],170
192 312 [SEP] [MASK],312
4 84 [SEP] [MASK],84
262 154 [SEP] [MASK],262
287 310 [SEP] [MASK],310
63 177 [SEP] [MASK],177
175 306 [SEP] [MASK],306
50 271 [SEP] [MASK],271
194 127 [SEP] [MASK],194
333 333 [SEP] [MASK],333
189 200 [SEP] [MASK],200
159 84 [SEP] [MASK],159
229 231 [SEP] [MASK],231
226 162 [SEP] [MASK],226
160 339 [SEP] [MASK],339
331 167 [SEP] [MASK],331
200 324 [SEP] [MASK],324
204 9 [SEP] [MASK],204
227 160 [SEP] [MASK],227
99 25 [SEP] [MASK],99
7 88 [SEP] [MASK],88
289 288 [SEP] [MASK],289
57 23 [SEP] [MASK],57
113 194 [SEP] [MASK],194
