text,labels
180 102 [SEP] [MASK],180
180 127 [SEP] [MASK],180
180 219 [SEP] [MASK],219
180 28 [SEP] [MASK],180
180 197 [SEP] [MASK],197
180 96 [SEP] [MASK],180
180 314 [SEP] [MASK],314
180 306 [SEP] [MASK],306
180 84 [SEP] [MASK],180
180 241 [SEP] [MASK],241
180 10 [SEP] [MASK],180
180 177 [SEP] [MASK],180
180 307 [SEP] [MASK],307
180 320 [SEP] [MASK],320
180 302 [SEP] [MASK],302
180 128 [SEP] [MASK],180
180 234 [SEP] [MASK],234
180 0 [SEP] [MASK],180
180 161 [SEP] [MASK],180
180 140 [SEP] [MASK],180
180 247 [SEP] [MASK],247
180 336 [SEP] [MASK],336
180 120 [SEP] [MASK],180
180 334 [SEP] [MASK],334
180 69 [SEP] [MASK],180
180 121 [SEP] [MASK],180
180 313 [SEP] [MASK],313
180 166 [SEP] [MASK],180
180 65 [SEP] [MASK],180
180 270 [SEP] [MASK],270
180 165 [SEP] [MASK],180
180 272 [SEP] [MASK],272
180 2 [SEP] [MASK],180
180 176 [SEP] [MASK],180
180 261 [SEP] [MASK],261
180 131 [SEP] [MASK],180
180 233 [SEP] [MASK],233
180 310 [SEP] [MASK],310
180 262 [SEP] [MASK],262
180 222 [SEP] [MASK],222
180 108 [SEP] [MASK],180
180 54 [SEP] [MASK],180
180 198 [SEP] [MASK],198
180 25 [SEP] [MASK],180
180 273 [SEP] [MASK],273
180 181 [SEP] [MASK],181
180 260 [SEP] [MASK],260
180 186 [SEP] [MASK],186
180 253 [SEP] [MASK],253
180 155 [SEP] [MASK],180
180 205 [SEP] [MASK],205
180 214 [SEP] [MASK],214
180 311 [SEP] [MASK],311
180 33 [SEP] [MASK],180
180 160 [SEP] [MASK],180
180 35 [SEP] [MASK],180
180 150 [SEP] [MASK],180
180 23 [SEP] [MASK],180
180 27 [SEP] [MASK],180
180 45 [SEP] [MASK],180
180 291 [SEP] [MASK],291
180 316 [SEP] [MASK],316
180 62 [SEP] [MASK],180
180 56 [SEP] [MASK],180
180 212 [SEP] [MASK],212
180 146 [SEP] [MASK],180
180 39 [SEP] [MASK],180
180 72 [SEP] [MASK],180
180 104 [SEP] [MASK],180
180 66 [SEP] [MASK],180
180 312 [SEP] [MASK],312
180 240 [SEP] [MASK],240
180 31 [SEP] [MASK],180
180 48 [SEP] [MASK],180
180 319 [SEP] [MASK],319
180 158 [SEP] [MASK],180
180 196 [SEP] [MASK],196
180 124 [SEP] [MASK],180
180 331 [SEP] [MASK],331
180 218 [SEP] [MASK],218
180 99 [SEP] [MASK],180
180 94 [SEP] [MASK],180
180 32 [SEP] [MASK],180
180 149 [SEP] [MASK],180
180 280 [SEP] [MASK],280
180 171 [SEP] [MASK],180
180 216 [SEP] [MASK],216
180 239 [SEP] [MASK],239
180 135 [SEP] [MASK],180
180 88 [SEP] [MASK],180
180 324 [SEP] [MASK],324
180 151 [SEP] [MASK],180
180 157 [SEP] [MASK],180
180 264 [SEP] [MASK],264
180 109 [SEP] [MASK],180
180 26 [SEP] [MASK],180
180 132 [SEP] [MASK],180
180 221 [SEP] [MASK],221
180 49 [SEP] [MASK],180
180 220 [SEP] [MASK],220
180 116 [SEP] [MASK],180
180 153 [SEP] [MASK],180
180 152 [SEP] [MASK],180
180 340 [SEP] [MASK],340
180 204 [SEP] [MASK],204
180 294 [SEP] [MASK],294
180 100 [SEP] [MASK],180
180 321 [SEP] [MASK],321
180 207 [SEP] [MASK],207
180 74 [SEP] [MASK],180
180 41 [SEP] [MASK],180
180 231 [SEP] [MASK],231
180 106 [SEP] [MASK],180
180 254 [SEP] [MASK],254
180 283 [SEP] [MASK],283
180 184 [SEP] [MASK],184
180 167 [SEP] [MASK],180
180 255 [SEP] [MASK],255
180 163 [SEP] [MASK],180
180 14 [SEP] [MASK],180
180 1 [SEP] [MASK],180
180 159 [SEP] [MASK],180
180 333 [SEP] [MASK],333
180 189 [SEP] [MASK],189
180 292 [SEP] [MASK],292
180 22 [SEP] [MASK],180
180 182 [SEP] [MASK],182
180 95 [SEP] [MASK],180
180 230 [SEP] [MASK],230
180 209 [SEP] [MASK],209
180 256 [SEP] [MASK],256
180 80 [SEP] [MASK],180
180 137 [SEP] [MASK],180
180 168 [SEP] [MASK],180
180 279 [SEP] [MASK],279
180 235 [SEP] [MASK],235
180 29 [SEP] [MASK],180
180 85 [SEP] [MASK],180
180 298 [SEP] [MASK],298
180 274 [SEP] [MASK],274
180 303 [SEP] [MASK],303
180 169 [SEP] [MASK],180
180 278 [SEP] [MASK],278
180 170 [SEP] [MASK],180
180 228 [SEP] [MASK],228
180 91 [SEP] [MASK],180
180 226 [SEP] [MASK],226
180 300 [SEP] [MASK],300
180 266 [SEP] [MASK],266
180 252 [SEP] [MASK],252
180 179 [SEP] [MASK],180
180 7 [SEP] [MASK],180
180 21 [SEP] [MASK],180
67 180 [SEP] [MASK],180
67 6 [SEP] [MASK],67
67 68 [SEP] [MASK],68
67 282 [SEP] [MASK],282
67 293 [SEP] [MASK],293
67 82 [SEP] [MASK],82
67 295 [SEP] [MASK],295
67 162 [SEP] [MASK],162
67 63 [SEP] [MASK],67
67 195 [SEP] [MASK],195
67 58 [SEP] [MASK],67
67 202 [SEP] [MASK],202
67 115 [SEP] [MASK],115
67 215 [SEP] [MASK],215
67 308 [SEP] [MASK],308
67 268 [SEP] [MASK],268
67 97 [SEP] [MASK],97
67 251 [SEP] [MASK],251
67 38 [SEP] [MASK],67
67 203 [SEP] [MASK],203
67 93 [SEP] [MASK],93
67 246 [SEP] [MASK],246
67 192 [SEP] [MASK],192
67 309 [SEP] [MASK],309
67 52 [SEP] [MASK],67
67 143 [SEP] [MASK],143
67 126 [SEP] [MASK],126
67 129 [SEP] [MASK],129
67 16 [SEP] [MASK],67
67 50 [SEP] [MASK],67
67 87 [SEP] [MASK],87
67 13 [SEP] [MASK],67
67 200 [SEP] [MASK],200
67 46 [SEP] [MASK],67
67 145 [SEP] [MASK],145
67 142 [SEP] [MASK],142
67 173 [SEP] [MASK],173
67 191 [SEP] [MASK],191
67 34 [SEP] [MASK],67
67 172 [SEP] [MASK],172
67 5 [SEP] [MASK],67
67 276 [SEP] [MASK],276
67 329 [SEP] [MASK],329
67 130 [SEP] [MASK],130
67 339 [SEP] [MASK],339
67 15 [SEP] [MASK],67
67 122 [SEP] [MASK],122
67 55 [SEP] [MASK],67
67 3 [SEP] [MASK],67
67 51 [SEP] [MASK],67
67 224 [SEP] [MASK],224
67 301 [SEP] [MASK],301
67 114 [SEP] [MASK],114
67 81 [SEP] [MASK],81
67 244 [SEP] [MASK],244
67 12 [SEP] [MASK],67
67 322 [SEP] [MASK],322
67 73 [SEP] [MASK],73
67 53 [SEP] [MASK],67
67 258 [SEP] [MASK],258
67 141 [SEP] [MASK],141
67 111 [SEP] [MASK],111
67 44 [SEP] [MASK],67
67 24 [SEP] [MASK],67
67 77 [SEP] [MASK],77
67 318 [SEP] [MASK],318
67 194 [SEP] [MASK],194
67 42 [SEP] [MASK],67
67 249 [SEP] [MASK],249
67 178 [SEP] [MASK],178
67 134 [SEP] [MASK],134
67 236 [SEP] [MASK],236
67 257 [SEP] [MASK],257
67 281 [SEP] [MASK],281
67 78 [SEP] [MASK],78
67 4 [SEP] [MASK],67
67 71 [SEP] [MASK],71
67 125 [SEP] [MASK],125
67 86 [SEP] [MASK],86
67 242 [SEP] [MASK],242
67 36 [SEP] [MASK],67
67 144 [SEP] [MASK],144
67 330 [SEP] [MASK],330
67 156 [SEP] [MASK],156
67 118 [SEP] [MASK],118
67 102 [SEP] [MASK],102
67 127 [SEP] [MASK],127
67 219 [SEP] [MASK],219
67 28 [SEP] [MASK],67
67 197 [SEP] [MASK],197
67 96 [SEP] [MASK],96
67 314 [SEP] [MASK],314
67 306 [SEP] [MASK],306
67 84 [SEP] [MASK],84
67 241 [SEP] [MASK],241
67 10 [SEP] [MASK],67
67 177 [SEP] [MASK],177
67 307 [SEP] [MASK],307
67 320 [SEP] [MASK],320
67 302 [SEP] [MASK],302
67 128 [SEP] [MASK],128
67 234 [SEP] [MASK],234
67 0 [SEP] [MASK],67
67 161 [SEP] [MASK],161
67 140 [SEP] [MASK],140
67 247 [SEP] [MASK],247
67 336 [SEP] [MASK],336
67 120 [SEP] [MASK],120
67 334 [SEP] [MASK],334
67 69 [SEP] [MASK],69
67 121 [SEP] [MASK],121
67 313 [SEP] [MASK],313
67 166 [SEP] [MASK],166
67 65 [SEP] [MASK],67
67 270 [SEP] [MASK],270
67 165 [SEP] [MASK],165
67 272 [SEP] [MASK],272
67 2 [SEP] [MASK],67
67 176 [SEP] [MASK],176
67 261 [SEP] [MASK],261
67 131 [SEP] [MASK],131
67 233 [SEP] [MASK],233
67 310 [SEP] [MASK],310
67 262 [SEP] [MASK],262
67 222 [SEP] [MASK],222
67 108 [SEP] [MASK],108
67 54 [SEP] [MASK],67
67 198 [SEP] [MASK],198
67 25 [SEP] [MASK],67
67 273 [SEP] [MASK],273
67 181 [SEP] [MASK],181
67 260 [SEP] [MASK],260
67 186 [SEP] [MASK],186
67 253 [SEP] [MASK],253
67 155 [SEP] [MASK],155
67 205 [SEP] [MASK],205
67 214 [SEP] [MASK],214
67 311 [SEP] [MASK],311
67 33 [SEP] [MASK],67
67 160 [SEP] [MASK],160
67 35 [SEP] [MASK],67
67 150 [SEP] [MASK],150
67 23 [SEP] [MASK],67
67 27 [SEP] [MASK],67
67 45 [SEP] [MASK],67
67 291 [SEP] [MASK],291
67 316 [SEP] [MASK],316
67 62 [SEP] [MASK],67
67 56 [SEP] [MASK],67
67 212 [SEP] [MASK],212
67 146 [SEP] [MASK],146
67 39 [SEP] [MASK],67
67 72 [SEP] [MASK],72
67 104 [SEP] [MASK],104
67 66 [SEP] [MASK],67
67 312 [SEP] [MASK],312
67 240 [SEP] [MASK],240
67 31 [SEP] [MASK],67
67 48 [SEP] [MASK],67
67 319 [SEP] [MASK],319
67 158 [SEP] [MASK],158
67 196 [SEP] [MASK],196
67 124 [SEP] [MASK],124
67 331 [SEP] [MASK],331
67 218 [SEP] [MASK],218
67 99 [SEP] [MASK],99
67 94 [SEP] [MASK],94
67 32 [SEP] [MASK],67
67 149 [SEP] [MASK],149
67 280 [SEP] [MASK],280
67 171 [SEP] [MASK],171
67 216 [SEP] [MASK],216
67 239 [SEP] [MASK],239
67 135 [SEP] [MASK],135
67 88 [SEP] [MASK],88
67 324 [SEP] [MASK],324
67 151 [SEP] [MASK],151
67 157 [SEP] [MASK],157
67 264 [SEP] [MASK],264
67 109 [SEP] [MASK],109
67 26 [SEP] [MASK],67
67 132 [SEP] [MASK],132
67 221 [SEP] [MASK],221
67 49 [SEP] [MASK],67
67 220 [SEP] [MASK],220
67 116 [SEP] [MASK],116
67 153 [SEP] [MASK],153
67 152 [SEP] [MASK],152
67 340 [SEP] [MASK],340
67 204 [SEP] [MASK],204
67 294 [SEP] [MASK],294
67 100 [SEP] [MASK],100
67 321 [SEP] [MASK],321
67 207 [SEP] [MASK],207
67 74 [SEP] [MASK],74
67 41 [SEP] [MASK],67
67 231 [SEP] [MASK],231
67 106 [SEP] [MASK],106
67 254 [SEP] [MASK],254
67 283 [SEP] [MASK],283
67 184 [SEP] [MASK],184
67 167 [SEP] [MASK],167
67 255 [SEP] [MASK],255
67 163 [SEP] [MASK],163
67 14 [SEP] [MASK],67
67 1 [SEP] [MASK],67
67 159 [SEP] [MASK],159
67 333 [SEP] [MASK],333
67 189 [SEP] [MASK],189
67 292 [SEP] [MASK],292
67 22 [SEP] [MASK],67
67 182 [SEP] [MASK],182
67 95 [SEP] [MASK],95
67 230 [SEP] [MASK],230
67 209 [SEP] [MASK],209
67 256 [SEP] [MASK],256
67 80 [SEP] [MASK],80
67 137 [SEP] [MASK],137
67 168 [SEP] [MASK],168
67 279 [SEP] [MASK],279
67 235 [SEP] [MASK],235
67 29 [SEP] [MASK],67
67 85 [SEP] [MASK],85
67 298 [SEP] [MASK],298
67 274 [SEP] [MASK],274
67 303 [SEP] [MASK],303
67 169 [SEP] [MASK],169
67 278 [SEP] [MASK],278
67 170 [SEP] [MASK],170
67 228 [SEP] [MASK],228
67 91 [SEP] [MASK],91
67 226 [SEP] [MASK],226
67 300 [SEP] [MASK],300
67 266 [SEP] [MASK],266
67 252 [SEP] [MASK],252
67 179 [SEP] [MASK],179
67 7 [SEP] [MASK],67
67 21 [SEP] [MASK],67
6 180 [SEP] [MASK],180
6 67 [SEP] [MASK],67
6 68 [SEP] [MASK],68
6 282 [SEP] [MASK],282
6 293 [SEP] [MASK],293
6 82 [SEP] [MASK],82
6 295 [SEP] [MASK],295
6 162 [SEP] [MASK],162
6 63 [SEP] [MASK],63
6 195 [SEP] [MASK],195
6 58 [SEP] [MASK],58
6 202 [SEP] [MASK],202
6 115 [SEP] [MASK],115
6 215 [SEP] [MASK],215
6 308 [SEP] [MASK],308
6 268 [SEP] [MASK],268
6 97 [SEP] [MASK],97
6 251 [SEP] [MASK],251
6 38 [SEP] [MASK],38
6 203 [SEP] [MASK],203
6 93 [SEP] [MASK],93
6 246 [SEP] [MASK],246
6 192 [SEP] [MASK],192
6 309 [SEP] [MASK],309
6 52 [SEP] [MASK],52
6 143 [SEP] [MASK],143
6 126 [SEP] [MASK],126
6 129 [SEP] [MASK],129
6 16 [SEP] [MASK],16
6 50 [SEP] [MASK],50
6 87 [SEP] [MASK],87
6 13 [SEP] [MASK],13
6 200 [SEP] [MASK],200
6 46 [SEP] [MASK],46
6 145 [SEP] [MASK],145
6 142 [SEP] [MASK],142
6 173 [SEP] [MASK],173
6 191 [SEP] [MASK],191
6 34 [SEP] [MASK],34
6 172 [SEP] [MASK],172
6 5 [SEP] [MASK],6
6 276 [SEP] [MASK],276
6 329 [SEP] [MASK],329
6 130 [SEP] [MASK],130
6 339 [SEP] [MASK],339
6 15 [SEP] [MASK],15
6 122 [SEP] [MASK],122
6 55 [SEP] [MASK],55
6 3 [SEP] [MASK],6
6 51 [SEP] [MASK],51
6 224 [SEP] [MASK],224
6 301 [SEP] [MASK],301
6 114 [SEP] [MASK],114
6 81 [SEP] [MASK],81
6 244 [SEP] [MASK],244
6 12 [SEP] [MASK],12
6 322 [SEP] [MASK],322
6 73 [SEP] [MASK],73
6 53 [SEP] [MASK],53
6 258 [SEP] [MASK],258
6 141 [SEP] [MASK],141
6 111 [SEP] [MASK],111
6 44 [SEP] [MASK],44
6 24 [SEP] [MASK],24
6 77 [SEP] [MASK],77
6 318 [SEP] [MASK],318
6 194 [SEP] [MASK],194
6 42 [SEP] [MASK],42
6 249 [SEP] [MASK],249
6 178 [SEP] [MASK],178
6 134 [SEP] [MASK],134
6 236 [SEP] [MASK],236
6 257 [SEP] [MASK],257
6 281 [SEP] [MASK],281
6 78 [SEP] [MASK],78
6 4 [SEP] [MASK],6
6 71 [SEP] [MASK],71
6 125 [SEP] [MASK],125
6 86 [SEP] [MASK],86
6 242 [SEP] [MASK],242
6 36 [SEP] [MASK],36
6 144 [SEP] [MASK],144
6 330 [SEP] [MASK],330
6 156 [SEP] [MASK],156
6 118 [SEP] [MASK],118
6 102 [SEP] [MASK],102
6 127 [SEP] [MASK],127
6 219 [SEP] [MASK],219
6 28 [SEP] [MASK],28
6 197 [SEP] [MASK],197
6 96 [SEP] [MASK],96
6 314 [SEP] [MASK],314
6 306 [SEP] [MASK],306
6 84 [SEP] [MASK],84
6 241 [SEP] [MASK],241
6 10 [SEP] [MASK],10
6 177 [SEP] [MASK],177
6 307 [SEP] [MASK],307
6 320 [SEP] [MASK],320
6 302 [SEP] [MASK],302
6 128 [SEP] [MASK],128
6 234 [SEP] [MASK],234
6 0 [SEP] [MASK],6
6 161 [SEP] [MASK],161
6 140 [SEP] [MASK],140
6 247 [SEP] [MASK],247
6 336 [SEP] [MASK],336
6 120 [SEP] [MASK],120
6 334 [SEP] [MASK],334
6 69 [SEP] [MASK],69
6 121 [SEP] [MASK],121
6 313 [SEP] [MASK],313
6 166 [SEP] [MASK],166
6 65 [SEP] [MASK],65
6 270 [SEP] [MASK],270
6 165 [SEP] [MASK],165
6 272 [SEP] [MASK],272
6 2 [SEP] [MASK],6
6 176 [SEP] [MASK],176
6 261 [SEP] [MASK],261
6 131 [SEP] [MASK],131
6 233 [SEP] [MASK],233
6 310 [SEP] [MASK],310
6 262 [SEP] [MASK],262
6 222 [SEP] [MASK],222
6 108 [SEP] [MASK],108
6 54 [SEP] [MASK],54
6 198 [SEP] [MASK],198
6 25 [SEP] [MASK],25
6 273 [SEP] [MASK],273
6 181 [SEP] [MASK],181
6 260 [SEP] [MASK],260
6 186 [SEP] [MASK],186
6 253 [SEP] [MASK],253
6 155 [SEP] [MASK],155
6 205 [SEP] [MASK],205
6 214 [SEP] [MASK],214
6 311 [SEP] [MASK],311
6 33 [SEP] [MASK],33
6 160 [SEP] [MASK],160
6 35 [SEP] [MASK],35
6 150 [SEP] [MASK],150
6 23 [SEP] [MASK],23
6 27 [SEP] [MASK],27
6 45 [SEP] [MASK],45
6 291 [SEP] [MASK],291
6 316 [SEP] [MASK],316
6 62 [SEP] [MASK],62
6 56 [SEP] [MASK],56
6 212 [SEP] [MASK],212
6 146 [SEP] [MASK],146
6 39 [SEP] [MASK],39
6 72 [SEP] [MASK],72
6 104 [SEP] [MASK],104
6 66 [SEP] [MASK],66
6 312 [SEP] [MASK],312
6 240 [SEP] [MASK],240
6 31 [SEP] [MASK],31
6 48 [SEP] [MASK],48
6 319 [SEP] [MASK],319
6 158 [SEP] [MASK],158
6 196 [SEP] [MASK],196
6 124 [SEP] [MASK],124
6 331 [SEP] [MASK],331
6 218 [SEP] [MASK],218
6 99 [SEP] [MASK],99
6 94 [SEP] [MASK],94
6 32 [SEP] [MASK],32
6 149 [SEP] [MASK],149
6 280 [SEP] [MASK],280
6 171 [SEP] [MASK],171
6 216 [SEP] [MASK],216
6 239 [SEP] [MASK],239
6 135 [SEP] [MASK],135
6 88 [SEP] [MASK],88
6 324 [SEP] [MASK],324
6 151 [SEP] [MASK],151
6 157 [SEP] [MASK],157
6 264 [SEP] [MASK],264
6 109 [SEP] [MASK],109
6 26 [SEP] [MASK],26
6 132 [SEP] [MASK],132
6 221 [SEP] [MASK],221
6 49 [SEP] [MASK],49
6 220 [SEP] [MASK],220
6 116 [SEP] [MASK],116
6 153 [SEP] [MASK],153
6 152 [SEP] [MASK],152
6 340 [SEP] [MASK],340
6 204 [SEP] [MASK],204
6 294 [SEP] [MASK],294
6 100 [SEP] [MASK],100
6 321 [SEP] [MASK],321
6 207 [SEP] [MASK],207
6 74 [SEP] [MASK],74
6 41 [SEP] [MASK],41
6 231 [SEP] [MASK],231
6 106 [SEP] [MASK],106
6 254 [SEP] [MASK],254
6 283 [SEP] [MASK],283
6 184 [SEP] [MASK],184
6 167 [SEP] [MASK],167
6 255 [SEP] [MASK],255
6 163 [SEP] [MASK],163
6 14 [SEP] [MASK],14
6 1 [SEP] [MASK],6
6 159 [SEP] [MASK],159
6 333 [SEP] [MASK],333
6 189 [SEP] [MASK],189
6 292 [SEP] [MASK],292
6 22 [SEP] [MASK],22
6 182 [SEP] [MASK],182
6 95 [SEP] [MASK],95
6 230 [SEP] [MASK],230
6 209 [SEP] [MASK],209
6 256 [SEP] [MASK],256
6 80 [SEP] [MASK],80
6 137 [SEP] [MASK],137
6 168 [SEP] [MASK],168
6 279 [SEP] [MASK],279
6 235 [SEP] [MASK],235
6 29 [SEP] [MASK],29
6 85 [SEP] [MASK],85
6 298 [SEP] [MASK],298
6 274 [SEP] [MASK],274
6 303 [SEP] [MASK],303
6 169 [SEP] [MASK],169
6 278 [SEP] [MASK],278
6 170 [SEP] [MASK],170
6 228 [SEP] [MASK],228
6 91 [SEP] [MASK],91
6 226 [SEP] [MASK],226
6 300 [SEP] [MASK],300
6 266 [SEP] [MASK],266
6 252 [SEP] [MASK],252
6 179 [SEP] [MASK],179
6 7 [SEP] [MASK],7
6 21 [SEP] [MASK],21
68 180 [SEP] [MASK],180
68 67 [SEP] [MASK],68
68 6 [SEP] [MASK],68
68 282 [SEP] [MASK],282
68 293 [SEP] [MASK],293
68 82 [SEP] [MASK],82
68 295 [SEP] [MASK],295
68 162 [SEP] [MASK],162
68 63 [SEP] [MASK],68
68 195 [SEP] [MASK],195
68 58 [SEP] [MASK],68
68 202 [SEP] [MASK],202
68 115 [SEP] [MASK],115
68 215 [SEP] [MASK],215
68 308 [SEP] [MASK],308
68 268 [SEP] [MASK],268
68 97 [SEP] [MASK],97
68 251 [SEP] [MASK],251
68 38 [SEP] [MASK],68
68 203 [SEP] [MASK],203
68 93 [SEP] [MASK],93
68 246 [SEP] [MASK],246
68 192 [SEP] [MASK],192
68 309 [SEP] [MASK],309
68 52 [SEP] [MASK],68
68 143 [SEP] [MASK],143
68 126 [SEP] [MASK],126
68 129 [SEP] [MASK],129
68 16 [SEP] [MASK],68
68 50 [SEP] [MASK],68
68 87 [SEP] [MASK],87
68 13 [SEP] [MASK],68
68 200 [SEP] [MASK],200
68 46 [SEP] [MASK],68
68 145 [SEP] [MASK],145
68 142 [SEP] [MASK],142
68 173 [SEP] [MASK],173
68 191 [SEP] [MASK],191
68 34 [SEP] [MASK],68
68 172 [SEP] [MASK],172
68 5 [SEP] [MASK],68
68 276 [SEP] [MASK],276
68 329 [SEP] [MASK],329
68 130 [SEP] [MASK],130
68 339 [SEP] [MASK],339
68 15 [SEP] [MASK],68
68 122 [SEP] [MASK],122
68 55 [SEP] [MASK],68
68 3 [SEP] [MASK],68
68 51 [SEP] [MASK],68
68 224 [SEP] [MASK],224
68 301 [SEP] [MASK],301
68 114 [SEP] [MASK],114
68 81 [SEP] [MASK],81
68 244 [SEP] [MASK],244
68 12 [SEP] [MASK],68
68 322 [SEP] [MASK],322
68 73 [SEP] [MASK],73
68 53 [SEP] [MASK],68
68 258 [SEP] [MASK],258
68 141 [SEP] [MASK],141
68 111 [SEP] [MASK],111
68 44 [SEP] [MASK],68
68 24 [SEP] [MASK],68
68 77 [SEP] [MASK],77
68 318 [SEP] [MASK],318
68 194 [SEP] [MASK],194
68 42 [SEP] [MASK],68
68 249 [SEP] [MASK],249
68 178 [SEP] [MASK],178
68 134 [SEP] [MASK],134
68 236 [SEP] [MASK],236
68 257 [SEP] [MASK],257
68 281 [SEP] [MASK],281
68 78 [SEP] [MASK],78
68 4 [SEP] [MASK],68
68 71 [SEP] [MASK],71
68 125 [SEP] [MASK],125
68 86 [SEP] [MASK],86
68 242 [SEP] [MASK],242
68 36 [SEP] [MASK],68
68 144 [SEP] [MASK],144
68 330 [SEP] [MASK],330
68 156 [SEP] [MASK],156
68 118 [SEP] [MASK],118
68 102 [SEP] [MASK],102
68 127 [SEP] [MASK],127
68 219 [SEP] [MASK],219
68 28 [SEP] [MASK],68
68 197 [SEP] [MASK],197
68 96 [SEP] [MASK],96
68 314 [SEP] [MASK],314
68 306 [SEP] [MASK],306
68 84 [SEP] [MASK],84
68 241 [SEP] [MASK],241
68 10 [SEP] [MASK],68
68 177 [SEP] [MASK],177
68 307 [SEP] [MASK],307
68 320 [SEP] [MASK],320
68 302 [SEP] [MASK],302
68 128 [SEP] [MASK],128
68 234 [SEP] [MASK],234
68 0 [SEP] [MASK],68
68 161 [SEP] [MASK],161
68 140 [SEP] [MASK],140
68 247 [SEP] [MASK],247
68 336 [SEP] [MASK],336
68 120 [SEP] [MASK],120
68 334 [SEP] [MASK],334
68 69 [SEP] [MASK],69
68 121 [SEP] [MASK],121
68 313 [SEP] [MASK],313
68 166 [SEP] [MASK],166
68 65 [SEP] [MASK],68
68 270 [SEP] [MASK],270
68 165 [SEP] [MASK],165
68 272 [SEP] [MASK],272
68 2 [SEP] [MASK],68
68 176 [SEP] [MASK],176
68 261 [SEP] [MASK],261
68 131 [SEP] [MASK],131
68 233 [SEP] [MASK],233
68 310 [SEP] [MASK],310
68 262 [SEP] [MASK],262
68 222 [SEP] [MASK],222
68 108 [SEP] [MASK],108
68 54 [SEP] [MASK],68
68 198 [SEP] [MASK],198
68 25 [SEP] [MASK],68
68 273 [SEP] [MASK],273
68 181 [SEP] [MASK],181
68 260 [SEP] [MASK],260
68 186 [SEP] [MASK],186
68 253 [SEP] [MASK],253
68 155 [SEP] [MASK],155
68 205 [SEP] [MASK],205
68 214 [SEP] [MASK],214
68 311 [SEP] [MASK],311
68 33 [SEP] [MASK],68
68 160 [SEP] [MASK],160
68 35 [SEP] [MASK],68
68 150 [SEP] [MASK],150
68 23 [SEP] [MASK],68
68 27 [SEP] [MASK],68
68 45 [SEP] [MASK],68
68 291 [SEP] [MASK],291
68 316 [SEP] [MASK],316
68 62 [SEP] [MASK],68
68 56 [SEP] [MASK],68
68 212 [SEP] [MASK],212
68 146 [SEP] [MASK],146
68 39 [SEP] [MASK],68
68 72 [SEP] [MASK],72
68 104 [SEP] [MASK],104
68 66 [SEP] [MASK],68
68 312 [SEP] [MASK],312
68 240 [SEP] [MASK],240
68 31 [SEP] [MASK],68
68 48 [SEP] [MASK],68
68 319 [SEP] [MASK],319
